# gpu=7 cmd=/usr/bin/python3 -u baselines/run_nsreg.py --dataset cs --seed 0 --method nsreg --tag E400_nsreg --epochs 400 --rotations 6
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[0.03861888 0.02520046 0.11182021 0.02340043 0.07603775 0.11962036
 0.02023673 0.05040092 0.0422735  0.00643648 0.07876507 0.11089293
 0.02290951 0.2256041  0.04778269]
[cs] NSReg, rotations [np.int64(6)] of [np.int64(0), np.int64(1), np.int64(3), np.int64(6), np.int64(8), np.int64(9), np.int64(12), np.int64(14)]
[cs] n_epochs=400 eval_every=1 input_dim=6805 wd=0.0 lr=0.001
Normal classes: [2, 4, 5, 7, 10, 11, 13] in cs
using idx from: split_50.pkl - num known anomalies 50
num known anomalies: 50
Building multi-layer GraphSage
GRAPHSAGE used as the encoder
building the dataloader ...
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/functional.py:554: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4314.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
num train pos edges: 256  num train neg edges: 560
NSReg Training ...
Batch mode: enabled original propertion
Epoch  0 loss=1.3965, clf_loss=0.6410, lbl_loss=0.7555
Epoch  1 loss=1.2802, clf_loss=0.5340, lbl_loss=0.7462
Epoch  2 loss=1.1880, clf_loss=0.4636, lbl_loss=0.7244
Epoch  3 loss=1.1007, clf_loss=0.3965, lbl_loss=0.7042
Epoch  4 loss=1.0340, clf_loss=0.3440, lbl_loss=0.6900
Epoch  5 loss=0.9794, clf_loss=0.2968, lbl_loss=0.6826
Epoch  6 loss=0.9472, clf_loss=0.2719, lbl_loss=0.6753
Epoch  7 loss=0.9312, clf_loss=0.2588, lbl_loss=0.6724
Epoch  8 loss=0.9228, clf_loss=0.2595, lbl_loss=0.6633
Epoch  9 loss=0.9382, clf_loss=0.2635, lbl_loss=0.6747
Epoch 10 loss=0.9651, clf_loss=0.2728, lbl_loss=0.6924
Epoch 11 loss=0.9537, clf_loss=0.2691, lbl_loss=0.6846
Epoch 12 loss=0.9451, clf_loss=0.2678, lbl_loss=0.6773
Epoch 13 loss=0.9326, clf_loss=0.2664, lbl_loss=0.6662
Epoch 14 loss=0.9269, clf_loss=0.2527, lbl_loss=0.6741
Epoch 15 loss=0.9147, clf_loss=0.2401, lbl_loss=0.6746
Epoch 16 loss=0.8963, clf_loss=0.2293, lbl_loss=0.6670
Epoch 17 loss=0.8886, clf_loss=0.2197, lbl_loss=0.6689
Epoch 18 loss=0.8706, clf_loss=0.2150, lbl_loss=0.6556
Epoch 19 loss=0.8682, clf_loss=0.2089, lbl_loss=0.6592
Epoch 20 loss=0.8736, clf_loss=0.2076, lbl_loss=0.6660
Epoch 21 loss=0.8773, clf_loss=0.2031, lbl_loss=0.6743
Epoch 22 loss=0.8701, clf_loss=0.1998, lbl_loss=0.6702
Epoch 23 loss=0.8655, clf_loss=0.1976, lbl_loss=0.6679
Epoch 24 loss=0.8548, clf_loss=0.1899, lbl_loss=0.6649
Epoch 25 loss=0.8556, clf_loss=0.1881, lbl_loss=0.6675
Epoch 26 loss=0.8458, clf_loss=0.1814, lbl_loss=0.6644
Epoch 27 loss=0.8368, clf_loss=0.1763, lbl_loss=0.6605
Epoch 28 loss=0.8327, clf_loss=0.1707, lbl_loss=0.6619
Epoch 29 loss=0.8130, clf_loss=0.1593, lbl_loss=0.6537
Epoch 30 loss=0.8188, clf_loss=0.1608, lbl_loss=0.6580
Epoch 31 loss=0.8127, clf_loss=0.1514, lbl_loss=0.6613
Epoch 32 loss=0.8038, clf_loss=0.1420, lbl_loss=0.6618
Epoch 33 loss=0.8009, clf_loss=0.1445, lbl_loss=0.6564
Epoch 34 loss=0.7824, clf_loss=0.1296, lbl_loss=0.6528
Epoch 35 loss=0.7715, clf_loss=0.1255, lbl_loss=0.6460
Epoch 36 loss=0.7628, clf_loss=0.1178, lbl_loss=0.6450
Epoch 37 loss=0.7397, clf_loss=0.1066, lbl_loss=0.6331
Epoch 38 loss=0.7463, clf_loss=0.1034, lbl_loss=0.6429
Epoch 39 loss=0.7432, clf_loss=0.0927, lbl_loss=0.6504
Epoch 40 loss=0.7162, clf_loss=0.0863, lbl_loss=0.6299
Epoch 41 loss=0.7104, clf_loss=0.0809, lbl_loss=0.6295
Epoch 42 loss=0.7046, clf_loss=0.0755, lbl_loss=0.6291
Epoch 43 loss=0.6968, clf_loss=0.0674, lbl_loss=0.6294
Epoch 44 loss=0.6987, clf_loss=0.0598, lbl_loss=0.6389
Epoch 45 loss=0.6857, clf_loss=0.0531, lbl_loss=0.6326
Epoch 46 loss=0.6711, clf_loss=0.0534, lbl_loss=0.6177
Epoch 47 loss=0.6549, clf_loss=0.0469, lbl_loss=0.6080
Epoch 48 loss=0.6717, clf_loss=0.0442, lbl_loss=0.6275
Epoch 49 loss=0.6489, clf_loss=0.0328, lbl_loss=0.6161
Epoch 50 loss=0.6330, clf_loss=0.0356, lbl_loss=0.5974
Epoch 51 loss=0.6375, clf_loss=0.0298, lbl_loss=0.6077
Epoch 52 loss=0.6308, clf_loss=0.0236, lbl_loss=0.6072
Epoch 53 loss=0.6292, clf_loss=0.0273, lbl_loss=0.6020
Epoch 54 loss=0.6078, clf_loss=0.0228, lbl_loss=0.5850
Epoch 55 loss=0.6069, clf_loss=0.0163, lbl_loss=0.5907
Epoch 56 loss=0.5926, clf_loss=0.0211, lbl_loss=0.5714
Epoch 57 loss=0.5724, clf_loss=0.0190, lbl_loss=0.5535
Epoch 58 loss=0.5889, clf_loss=0.0207, lbl_loss=0.5682
Epoch 59 loss=0.5709, clf_loss=0.0087, lbl_loss=0.5621
Epoch 60 loss=0.5816, clf_loss=0.0100, lbl_loss=0.5716
Epoch 61 loss=0.5569, clf_loss=0.0051, lbl_loss=0.5518
Epoch 62 loss=0.5550, clf_loss=0.0047, lbl_loss=0.5503
Epoch 63 loss=0.5508, clf_loss=0.0050, lbl_loss=0.5458
Epoch 64 loss=0.5401, clf_loss=0.0092, lbl_loss=0.5309
Epoch 65 loss=0.5245, clf_loss=0.0016, lbl_loss=0.5229
Epoch 66 loss=0.5227, clf_loss=0.0046, lbl_loss=0.5182
Epoch 67 loss=0.5347, clf_loss=0.0022, lbl_loss=0.5326
Epoch 68 loss=0.5395, clf_loss=0.0021, lbl_loss=0.5374
Epoch 69 loss=0.5105, clf_loss=0.0027, lbl_loss=0.5078
Epoch 70 loss=0.5123, clf_loss=0.0040, lbl_loss=0.5082
Epoch 71 loss=0.5113, clf_loss=0.0015, lbl_loss=0.5099
Epoch 72 loss=0.5372, clf_loss=0.0012, lbl_loss=0.5359
Epoch 73 loss=0.4984, clf_loss=0.0021, lbl_loss=0.4963
Epoch 74 loss=0.4916, clf_loss=0.0016, lbl_loss=0.4900
Epoch 75 loss=0.4888, clf_loss=0.0012, lbl_loss=0.4876
Epoch 76 loss=0.4719, clf_loss=0.0013, lbl_loss=0.4706
Epoch 77 loss=0.4707, clf_loss=0.0024, lbl_loss=0.4683
Epoch 78 loss=0.4748, clf_loss=0.0023, lbl_loss=0.4725
Epoch 79 loss=0.4540, clf_loss=0.0007, lbl_loss=0.4533
Epoch 80 loss=0.4553, clf_loss=0.0009, lbl_loss=0.4544
Epoch 81 loss=0.4383, clf_loss=0.0005, lbl_loss=0.4378
Epoch 82 loss=0.4530, clf_loss=0.0005, lbl_loss=0.4525
Epoch 83 loss=0.4381, clf_loss=0.0009, lbl_loss=0.4372
Epoch 84 loss=0.4254, clf_loss=0.0018, lbl_loss=0.4236
Epoch 85 loss=0.4449, clf_loss=0.0004, lbl_loss=0.4446
Epoch 86 loss=0.4191, clf_loss=0.0010, lbl_loss=0.4181
Epoch 87 loss=0.4412, clf_loss=0.0017, lbl_loss=0.4395
