# gpu=6 cmd=/usr/bin/python3 -u baselines/run_nsreg.py --dataset computers --seed 42 --method nsreg --tag E400_nsreg --epochs 400 --rotations 5
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[0.03170448 0.15575916 0.10282141 0.03941245 0.37507272 0.02239674
 0.03541303 0.05948226 0.1567772  0.02116056]
[computers] NSReg, rotations [np.int64(5)] of [np.int64(0), np.int64(3), np.int64(5), np.int64(6), np.int64(9)]
[computers] n_epochs=400 eval_every=1 input_dim=767 wd=0.0 lr=0.001
Normal classes: [1, 2, 4, 7, 8] in computers
using idx from: split_50.pkl - num known anomalies 50
num known anomalies: 50
Building multi-layer GraphSage
GRAPHSAGE used as the encoder
building the dataloader ...
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/functional.py:554: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4314.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
num train pos edges: 900  num train neg edges: 2502
NSReg Training ...
Batch mode: enabled original propertion
Epoch  0 loss=1.5723, clf_loss=0.8898, lbl_loss=0.6825
Epoch  1 loss=1.3906, clf_loss=0.7203, lbl_loss=0.6704
Epoch  2 loss=1.3179, clf_loss=0.6423, lbl_loss=0.6755
Epoch  3 loss=1.2917, clf_loss=0.6040, lbl_loss=0.6878
Epoch  4 loss=1.2421, clf_loss=0.5540, lbl_loss=0.6881
Epoch  5 loss=1.1766, clf_loss=0.4927, lbl_loss=0.6839
Epoch  6 loss=1.0957, clf_loss=0.4290, lbl_loss=0.6667
Epoch  7 loss=1.0269, clf_loss=0.3658, lbl_loss=0.6612
Epoch  8 loss=0.9988, clf_loss=0.3203, lbl_loss=0.6784
Epoch  9 loss=0.9938, clf_loss=0.3149, lbl_loss=0.6789
Epoch 10 loss=1.0273, clf_loss=0.3438, lbl_loss=0.6835
Epoch 11 loss=1.0532, clf_loss=0.3639, lbl_loss=0.6894
Epoch 12 loss=1.0551, clf_loss=0.3714, lbl_loss=0.6837
Epoch 13 loss=1.0486, clf_loss=0.3669, lbl_loss=0.6817
Epoch 14 loss=1.0421, clf_loss=0.3633, lbl_loss=0.6788
Epoch 15 loss=1.0040, clf_loss=0.3316, lbl_loss=0.6724
Epoch 16 loss=0.9861, clf_loss=0.3228, lbl_loss=0.6633
Epoch 17 loss=0.9954, clf_loss=0.3081, lbl_loss=0.6873
Epoch 18 loss=0.9849, clf_loss=0.2973, lbl_loss=0.6876
Epoch 19 loss=0.9563, clf_loss=0.2911, lbl_loss=0.6652
Epoch 20 loss=0.9724, clf_loss=0.3053, lbl_loss=0.6671
Epoch 21 loss=0.9895, clf_loss=0.2961, lbl_loss=0.6934
Epoch 22 loss=0.9693, clf_loss=0.2984, lbl_loss=0.6709
Epoch 23 loss=0.9732, clf_loss=0.3048, lbl_loss=0.6684
Epoch 24 loss=0.9733, clf_loss=0.3018, lbl_loss=0.6715
Epoch 25 loss=0.9617, clf_loss=0.2994, lbl_loss=0.6623
Epoch 26 loss=0.9670, clf_loss=0.2949, lbl_loss=0.6721
Epoch 27 loss=0.9575, clf_loss=0.2867, lbl_loss=0.6708
Epoch 28 loss=0.9505, clf_loss=0.2829, lbl_loss=0.6676
Epoch 29 loss=0.9431, clf_loss=0.2719, lbl_loss=0.6712
Epoch 30 loss=0.9473, clf_loss=0.2709, lbl_loss=0.6764
Epoch 31 loss=0.9478, clf_loss=0.2714, lbl_loss=0.6764
Epoch 32 loss=0.9315, clf_loss=0.2689, lbl_loss=0.6626
Epoch 33 loss=0.9392, clf_loss=0.2669, lbl_loss=0.6723
Epoch 34 loss=0.9357, clf_loss=0.2753, lbl_loss=0.6603
Epoch 35 loss=0.9363, clf_loss=0.2643, lbl_loss=0.6720
Epoch 36 loss=0.9473, clf_loss=0.2643, lbl_loss=0.6830
Epoch 37 loss=0.9137, clf_loss=0.2496, lbl_loss=0.6641
Epoch 38 loss=0.9092, clf_loss=0.2486, lbl_loss=0.6606
Epoch 39 loss=0.9232, clf_loss=0.2511, lbl_loss=0.6722
Epoch 40 loss=0.9212, clf_loss=0.2480, lbl_loss=0.6732
Epoch 41 loss=0.9119, clf_loss=0.2350, lbl_loss=0.6769
Epoch 42 loss=0.9020, clf_loss=0.2384, lbl_loss=0.6635
Epoch 43 loss=0.9158, clf_loss=0.2330, lbl_loss=0.6828
Epoch 44 loss=0.9136, clf_loss=0.2293, lbl_loss=0.6843
Epoch 45 loss=0.8883, clf_loss=0.2260, lbl_loss=0.6623
Epoch 46 loss=0.8927, clf_loss=0.2207, lbl_loss=0.6720
Epoch 47 loss=0.8925, clf_loss=0.2174, lbl_loss=0.6751
Epoch 48 loss=0.8921, clf_loss=0.2085, lbl_loss=0.6836
Epoch 49 loss=0.8802, clf_loss=0.2050, lbl_loss=0.6752
Epoch 50 loss=0.8734, clf_loss=0.2001, lbl_loss=0.6733
Epoch 51 loss=0.8794, clf_loss=0.2001, lbl_loss=0.6793
Epoch 52 loss=0.8711, clf_loss=0.1951, lbl_loss=0.6760
Epoch 53 loss=0.8614, clf_loss=0.1888, lbl_loss=0.6726
Epoch 54 loss=0.8507, clf_loss=0.1828, lbl_loss=0.6679
Epoch 55 loss=0.8557, clf_loss=0.1806, lbl_loss=0.6751
Epoch 56 loss=0.8565, clf_loss=0.1807, lbl_loss=0.6758
Epoch 57 loss=0.8396, clf_loss=0.1745, lbl_loss=0.6651
Epoch 58 loss=0.8429, clf_loss=0.1716, lbl_loss=0.6714
Epoch 59 loss=0.8525, clf_loss=0.1688, lbl_loss=0.6837
Epoch 60 loss=0.8369, clf_loss=0.1663, lbl_loss=0.6706
Epoch 61 loss=0.8390, clf_loss=0.1665, lbl_loss=0.6724
Epoch 62 loss=0.8312, clf_loss=0.1638, lbl_loss=0.6675
Epoch 63 loss=0.8312, clf_loss=0.1608, lbl_loss=0.6705
Epoch 64 loss=0.8255, clf_loss=0.1591, lbl_loss=0.6664
Epoch 65 loss=0.8256, clf_loss=0.1591, lbl_loss=0.6665
Epoch 66 loss=0.8269, clf_loss=0.1563, lbl_loss=0.6706
Epoch 67 loss=0.8344, clf_loss=0.1524, lbl_loss=0.6819
Epoch 68 loss=0.8204, clf_loss=0.1491, lbl_loss=0.6713
Epoch 69 loss=0.8184, clf_loss=0.1493, lbl_loss=0.6691
Epoch 70 loss=0.8219, clf_loss=0.1489, lbl_loss=0.6731
Epoch 71 loss=0.8150, clf_loss=0.1442, lbl_loss=0.6708
Epoch 72 loss=0.8115, clf_loss=0.1427, lbl_loss=0.6689
Epoch 73 loss=0.8151, clf_loss=0.1420, lbl_loss=0.6731
Epoch 74 loss=0.8168, clf_loss=0.1392, lbl_loss=0.6776
Epoch 75 loss=0.8055, clf_loss=0.1377, lbl_loss=0.6678
Epoch 76 loss=0.7967, clf_loss=0.1357, lbl_loss=0.6610
Epoch 77 loss=0.8073, clf_loss=0.1356, lbl_loss=0.6717
Epoch 78 loss=0.8002, clf_loss=0.1317, lbl_loss=0.6685
Epoch 79 loss=0.8088, clf_loss=0.1320, lbl_loss=0.6768
Epoch 80 loss=0.7860, clf_loss=0.1297, lbl_loss=0.6563
Epoch 81 loss=0.8001, clf_loss=0.1286, lbl_loss=0.6715
Epoch 82 loss=0.7876, clf_loss=0.1272, lbl_loss=0.6604
