# gpu=3 cmd=/usr/bin/python3 -u baselines/run_nsreg.py --dataset photo --seed 1 --method nsreg --tag N201_nsreg --epochs 201 --rotations 7
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[0.04823529 0.22039216 0.09189542 0.11960784 0.11529412 0.1075817
 0.25372549 0.04326797]
[photo] NSReg, rotations [np.int64(7)] of [np.int64(0), np.int64(7)]
[photo] n_epochs=201 eval_every=1 input_dim=745 wd=0.0 lr=0.001
Normal classes: [1, 2, 3, 4, 5, 6] in photo
using idx from: split_50.pkl - num known anomalies 50
num known anomalies: 50
Building multi-layer GraphSage
GRAPHSAGE used as the encoder
building the dataloader ...
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/functional.py:554: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4314.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
num train pos edges: 764  num train neg edges: 4588
NSReg Training ...
Batch mode: enabled original propertion
Epoch  0 loss=1.3635, clf_loss=0.6703, lbl_loss=0.6932
Epoch  1 loss=1.2434, clf_loss=0.5566, lbl_loss=0.6868
Epoch  2 loss=1.1456, clf_loss=0.4653, lbl_loss=0.6803
Epoch  3 loss=1.0726, clf_loss=0.3993, lbl_loss=0.6733
Epoch  4 loss=1.0776, clf_loss=0.4031, lbl_loss=0.6745
Epoch  5 loss=1.1275, clf_loss=0.4411, lbl_loss=0.6864
Epoch  6 loss=1.1119, clf_loss=0.4457, lbl_loss=0.6662
Epoch  7 loss=1.1018, clf_loss=0.4249, lbl_loss=0.6770
Epoch  8 loss=1.0651, clf_loss=0.3942, lbl_loss=0.6709
Epoch  9 loss=1.0580, clf_loss=0.3890, lbl_loss=0.6690
Epoch 10 loss=1.0667, clf_loss=0.3828, lbl_loss=0.6839
Epoch 11 loss=1.0530, clf_loss=0.3829, lbl_loss=0.6701
Epoch 12 loss=1.0465, clf_loss=0.3856, lbl_loss=0.6609
Epoch 13 loss=1.0625, clf_loss=0.3866, lbl_loss=0.6759
Epoch 14 loss=1.0573, clf_loss=0.3866, lbl_loss=0.6707
Epoch 15 loss=1.0558, clf_loss=0.3830, lbl_loss=0.6727
Epoch 16 loss=1.0432, clf_loss=0.3759, lbl_loss=0.6673
Epoch 17 loss=1.0510, clf_loss=0.3732, lbl_loss=0.6778
Epoch 18 loss=1.0444, clf_loss=0.3753, lbl_loss=0.6691
Epoch 19 loss=1.0426, clf_loss=0.3715, lbl_loss=0.6711
Epoch 20 loss=1.0469, clf_loss=0.3725, lbl_loss=0.6744
Epoch 21 loss=1.0597, clf_loss=0.3746, lbl_loss=0.6851
Epoch 22 loss=1.0496, clf_loss=0.3706, lbl_loss=0.6790
Epoch 23 loss=1.0322, clf_loss=0.3692, lbl_loss=0.6630
Epoch 24 loss=1.0490, clf_loss=0.3684, lbl_loss=0.6805
Epoch 25 loss=1.0508, clf_loss=0.3684, lbl_loss=0.6824
Epoch 26 loss=1.0412, clf_loss=0.3649, lbl_loss=0.6763
Epoch 27 loss=1.0322, clf_loss=0.3643, lbl_loss=0.6679
Epoch 28 loss=1.0243, clf_loss=0.3635, lbl_loss=0.6608
Epoch 29 loss=1.0438, clf_loss=0.3644, lbl_loss=0.6794
Epoch 30 loss=1.0452, clf_loss=0.3616, lbl_loss=0.6835
Epoch 31 loss=1.0228, clf_loss=0.3591, lbl_loss=0.6636
Epoch 32 loss=1.0271, clf_loss=0.3605, lbl_loss=0.6666
Epoch 33 loss=1.0254, clf_loss=0.3573, lbl_loss=0.6681
Epoch 34 loss=1.0185, clf_loss=0.3572, lbl_loss=0.6614
Epoch 35 loss=1.0169, clf_loss=0.3571, lbl_loss=0.6598
Epoch 36 loss=1.0170, clf_loss=0.3566, lbl_loss=0.6604
Epoch 37 loss=1.0182, clf_loss=0.3527, lbl_loss=0.6655
Epoch 38 loss=1.0226, clf_loss=0.3484, lbl_loss=0.6742
Epoch 39 loss=1.0358, clf_loss=0.3460, lbl_loss=0.6898
Epoch 40 loss=1.0229, clf_loss=0.3474, lbl_loss=0.6755
Epoch 41 loss=0.9966, clf_loss=0.3454, lbl_loss=0.6512
Epoch 42 loss=0.9942, clf_loss=0.3404, lbl_loss=0.6537
Epoch 43 loss=1.0303, clf_loss=0.3398, lbl_loss=0.6905
Epoch 44 loss=1.0040, clf_loss=0.3392, lbl_loss=0.6647
Epoch 45 loss=1.0075, clf_loss=0.3397, lbl_loss=0.6678
Epoch 46 loss=1.0049, clf_loss=0.3363, lbl_loss=0.6686
Epoch 47 loss=1.0031, clf_loss=0.3387, lbl_loss=0.6644
Epoch 48 loss=0.9903, clf_loss=0.3309, lbl_loss=0.6594
Epoch 49 loss=0.9870, clf_loss=0.3283, lbl_loss=0.6588
Epoch 50 loss=0.9954, clf_loss=0.3280, lbl_loss=0.6674
Epoch 51 loss=0.9981, clf_loss=0.3215, lbl_loss=0.6766
Epoch 52 loss=0.9849, clf_loss=0.3204, lbl_loss=0.6645
Epoch 53 loss=1.0000, clf_loss=0.3186, lbl_loss=0.6814
Epoch 54 loss=0.9741, clf_loss=0.3188, lbl_loss=0.6554
Epoch 55 loss=0.9771, clf_loss=0.3083, lbl_loss=0.6688
Epoch 56 loss=0.9691, clf_loss=0.3064, lbl_loss=0.6627
Epoch 57 loss=0.9641, clf_loss=0.3072, lbl_loss=0.6569
Epoch 58 loss=0.9532, clf_loss=0.3018, lbl_loss=0.6514
Epoch 59 loss=0.9524, clf_loss=0.2968, lbl_loss=0.6556
Epoch 60 loss=0.9546, clf_loss=0.2929, lbl_loss=0.6616
Epoch 61 loss=0.9569, clf_loss=0.2892, lbl_loss=0.6677
Epoch 62 loss=0.9523, clf_loss=0.2856, lbl_loss=0.6667
Epoch 63 loss=0.9360, clf_loss=0.2844, lbl_loss=0.6516
Epoch 64 loss=0.9214, clf_loss=0.2753, lbl_loss=0.6461
Epoch 65 loss=0.9375, clf_loss=0.2791, lbl_loss=0.6584
Epoch 66 loss=0.9245, clf_loss=0.2666, lbl_loss=0.6579
Epoch 67 loss=0.9172, clf_loss=0.2673, lbl_loss=0.6499
Epoch 68 loss=0.9227, clf_loss=0.2661, lbl_loss=0.6566
Epoch 69 loss=0.8962, clf_loss=0.2552, lbl_loss=0.6409
Epoch 70 loss=0.9146, clf_loss=0.2581, lbl_loss=0.6565
Epoch 71 loss=0.8921, clf_loss=0.2491, lbl_loss=0.6431
Epoch 72 loss=0.9013, clf_loss=0.2485, lbl_loss=0.6528
Epoch 73 loss=0.8810, clf_loss=0.2427, lbl_loss=0.6383
Epoch 74 loss=0.8733, clf_loss=0.2334, lbl_loss=0.6399
Epoch 75 loss=0.8805, clf_loss=0.2346, lbl_loss=0.6460
Epoch 76 loss=0.8801, clf_loss=0.2295, lbl_loss=0.6506
Epoch 77 loss=0.8752, clf_loss=0.2236, lbl_loss=0.6517
Epoch 78 loss=0.8585, clf_loss=0.2188, lbl_loss=0.6396
Epoch 79 loss=0.8466, clf_loss=0.2136, lbl_loss=0.6331
Epoch 80 loss=0.8509, clf_loss=0.2049, lbl_loss=0.6461
Epoch 81 loss=0.8268, clf_loss=0.1972, lbl_loss=0.6296
Epoch 82 loss=0.8159, clf_loss=0.1961, lbl_loss=0.6198
Epoch 83 loss=0.8068, clf_loss=0.1815, lbl_loss=0.6253
Epoch 84 loss=0.8035, clf_loss=0.1788, lbl_loss=0.6247
Epoch 85 loss=0.7943, clf_loss=0.1809, lbl_loss=0.6133
Epoch 86 loss=0.7979, clf_loss=0.1725, lbl_loss=0.6255
Epoch 87 loss=0.7873, clf_loss=0.1587, lbl_loss=0.6285
Epoch 88 loss=0.7885, clf_loss=0.1619, lbl_loss=0.6266
Epoch 89 loss=0.7626, clf_loss=0.1571, lbl_loss=0.6055
Epoch 90 loss=0.7578, clf_loss=0.1477, lbl_loss=0.6100
Epoch 91 loss=0.7698, clf_loss=0.1459, lbl_loss=0.6239
Epoch 92 loss=0.7436, clf_loss=0.1346, lbl_loss=0.6090
Epoch 93 loss=0.7557, clf_loss=0.1326, lbl_loss=0.6231
Epoch 94 loss=0.7416, clf_loss=0.1182, lbl_loss=0.6234
Epoch 95 loss=0.7367, clf_loss=0.1252, lbl_loss=0.6115
Epoch 96 loss=0.7236, clf_loss=0.1157, lbl_loss=0.6079
Epoch 97 loss=0.7314, clf_loss=0.1125, lbl_loss=0.6189
Epoch 98 loss=0.7268, clf_loss=0.1036, lbl_loss=0.6233
Epoch 99 loss=0.7181, clf_loss=0.1010, lbl_loss=0.6171
Epoch 100 loss=0.6886, clf_loss=0.0954, lbl_loss=0.5932
