2026-08-10 22:45:53,843 INFO cli={'dataset': 'photo', 'method': 'outpost', 'seed': 1, 'train_seed': None, 'epochs': None, 'set': ['lambda_un=1.5'], 'tag': 'T_lambda_un1.5', 'rotations': None}
2026-08-10 22:45:53,843 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.5, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 745, 'num_epochs': 200, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 5, 'sim_topk_frac': 0.0, 'use_fview_gate': False, 'use_hybrid': False}
2026-08-10 22:45:56,786 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5781792756499501, 'aupr_all': 0.10601326671864326, 'auroc_unknown': 0.38958129311054335, 'aupr_unknown': 0.035641041104709614, 'val_auc': 0.785024154589372} best={'auroc_all': 0.5781792756499501, 'aupr_all': 0.10601326671864326, 'auroc_unknown': 0.38958129311054335, 'aupr_unknown': 0.035641041104709614}
2026-08-10 22:45:57,294 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5926281386691944, 'aupr_all': 0.10947370825883951, 'auroc_unknown': 0.4212848525537347, 'aupr_unknown': 0.0374811499742609, 'val_auc': 0.7594202898550725} best={'auroc_all': 0.5926281386691944, 'aupr_all': 0.10947370825883951, 'auroc_unknown': 0.4212848525537347, 'aupr_unknown': 0.0374811499742609}
2026-08-10 22:45:57,917 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.594242646405403, 'aupr_all': 0.10648096445006941, 'auroc_unknown': 0.43801398587171725, 'aupr_unknown': 0.038608857279767206, 'val_auc': 0.7188405797101449} best={'auroc_all': 0.594242646405403, 'aupr_all': 0.10947370825883951, 'auroc_unknown': 0.43801398587171725, 'aupr_unknown': 0.038608857279767206}
2026-08-10 22:45:58,412 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5912323380431884, 'aupr_all': 0.11432324072026784, 'auroc_unknown': 0.38292011019283745, 'aupr_unknown': 0.0354358636277877, 'val_auc': 0.857487922705314} best={'auroc_all': 0.594242646405403, 'aupr_all': 0.11432324072026784, 'auroc_unknown': 0.43801398587171725, 'aupr_unknown': 0.038608857279767206}
2026-08-10 22:45:59,068 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.6028686177513157, 'aupr_all': 0.1196739673248467, 'auroc_unknown': 0.3892451476219672, 'aupr_unknown': 0.035774965392869985, 'val_auc': 0.8594202898550726} best={'auroc_all': 0.6028686177513157, 'aupr_all': 0.1196739673248467, 'auroc_unknown': 0.43801398587171725, 'aupr_unknown': 0.038608857279767206}
2026-08-10 22:46:00,932 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.6048214303346269, 'aupr_all': 0.12301132975819531, 'auroc_unknown': 0.38870948799539845, 'aupr_unknown': 0.03574118488649824, 'val_auc': 0.8734299516908213} best={'auroc_all': 0.6048214303346269, 'aupr_all': 0.12301132975819531, 'auroc_unknown': 0.43801398587171725, 'aupr_unknown': 0.038608857279767206}
2026-08-10 22:46:02,981 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.6090417863878275, 'aupr_all': 0.1234528373088263, 'auroc_unknown': 0.3933951804042438, 'aupr_unknown': 0.03600315659733762, 'val_auc': 0.8777777777777778} best={'auroc_all': 0.6090417863878275, 'aupr_all': 0.1234528373088263, 'auroc_unknown': 0.43801398587171725, 'aupr_unknown': 0.038608857279767206}
2026-08-10 22:46:05,326 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.6110963002458604, 'aupr_all': 0.12784451880223724, 'auroc_unknown': 0.3900180048216302, 'aupr_unknown': 0.035770062090911665, 'val_auc': 0.857487922705314} best={'auroc_all': 0.6110963002458604, 'aupr_all': 0.12784451880223724, 'auroc_unknown': 0.43801398587171725, 'aupr_unknown': 0.038608857279767206}
2026-08-10 22:46:07,637 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.6112867432882095, 'aupr_all': 0.1272739728096383, 'auroc_unknown': 0.3930564918617651, 'aupr_unknown': 0.0358939472804582, 'val_auc': 0.8690821256038648} best={'auroc_all': 0.6112867432882095, 'aupr_all': 0.12784451880223724, 'auroc_unknown': 0.43801398587171725, 'aupr_unknown': 0.038608857279767206}
2026-08-10 22:46:10,098 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.6163876052805671, 'aupr_all': 0.13170596229075088, 'auroc_unknown': 0.3942787760420279, 'aupr_unknown': 0.035979214394149125, 'val_auc': 0.8942028985507247} best={'auroc_all': 0.6163876052805671, 'aupr_all': 0.13170596229075088, 'auroc_unknown': 0.43801398587171725, 'aupr_unknown': 0.038608857279767206}
2026-08-10 22:46:12,481 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.6148271572025238, 'aupr_all': 0.13190448467733912, 'auroc_unknown': 0.3905067335443606, 'aupr_unknown': 0.0358067588918703, 'val_auc': 0.888888888888889} best={'auroc_all': 0.6163876052805671, 'aupr_all': 0.13190448467733912, 'auroc_unknown': 0.43801398587171725, 'aupr_unknown': 0.038608857279767206}
