2026-08-21 21:17:51,820 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 42, 'train_seed': None, 'epochs': None, 'set': ['alpha_plus=0.1'], 'tag': 'T_alpha0.10', 'rotations': None}
2026-08-21 21:18:58,256 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.5119009513945951, 'aupr_all': 0.1552614240274946, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46785714285714286} best={'auroc_all': 0.5119009513945951, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:19:03,229 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.5125652124064877, 'aupr_all': 0.15542468209659585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4699404761904762} best={'auroc_all': 0.5125652124064877, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:19:07,924 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.5133679341732557, 'aupr_all': 0.15564421008619125, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47040816326530616} best={'auroc_all': 0.5133679341732557, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:19:12,570 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.5142401377806343, 'aupr_all': 0.1559129795251191, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47100340136054425} best={'auroc_all': 0.5142401377806343, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:19:17,248 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.515105355843709, 'aupr_all': 0.15621184919075767, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47202380952380957} best={'auroc_all': 0.515105355843709, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:19:21,975 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.5159224838843308, 'aupr_all': 0.1565095971828777, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4727891156462585} best={'auroc_all': 0.5159224838843308, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:19:26,812 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.5166844686170964, 'aupr_all': 0.1568046430771617, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47338435374149657} best={'auroc_all': 0.5166844686170964, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:19:31,920 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.5173960498662187, 'aupr_all': 0.15710589955828158, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4737244897959184} best={'auroc_all': 0.5173960498662187, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:19:36,872 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.5180370264146852, 'aupr_all': 0.1573976430511551, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4736394557823129} best={'auroc_all': 0.5180370264146852, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:19:42,067 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.5186226523264752, 'aupr_all': 0.1576766157191891, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4733843537414966} best={'auroc_all': 0.5186226523264752, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:19:47,199 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.5191687441219714, 'aupr_all': 0.15795642295292978, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4738945578231293} best={'auroc_all': 0.5191687441219714, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:19:52,047 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.5196877086862081, 'aupr_all': 0.1582374744515067, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4729591836734694} best={'auroc_all': 0.5196877086862081, 'aupr_all': 0.1582374744515067, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:19:56,847 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.5201776287407898, 'aupr_all': 0.15851918343087612, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4716836734693878} best={'auroc_all': 0.5201776287407898, 'aupr_all': 0.15851918343087612, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:20:02,164 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.5206581102021569, 'aupr_all': 0.1588210483538437, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4710034013605442} best={'auroc_all': 0.5206581102021569, 'aupr_all': 0.1588210483538437, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:20:07,088 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.5211194722513448, 'aupr_all': 0.15912674631195775, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4704931972789116} best={'auroc_all': 0.5211194722513448, 'aupr_all': 0.15912674631195775, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:20:11,875 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.521573953447019, 'aupr_all': 0.15944127222649498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46947278911564627} best={'auroc_all': 0.521573953447019, 'aupr_all': 0.15944127222649498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:20:16,755 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.5220310170155215, 'aupr_all': 0.1597518322066107, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4688775510204082} best={'auroc_all': 0.5220310170155215, 'aupr_all': 0.1597518322066107, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:20:21,524 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.5224888585802893, 'aupr_all': 0.160061248466761, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4685799319727891} best={'auroc_all': 0.5224888585802893, 'aupr_all': 0.160061248466761, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:20:26,613 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.5229308918357171, 'aupr_all': 0.16038120402083245, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4679421768707483} best={'auroc_all': 0.5229308918357171, 'aupr_all': 0.16038120402083245, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:20:31,847 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.5233599413803831, 'aupr_all': 0.160685296917872, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4670918367346939} best={'auroc_all': 0.5233599413803831, 'aupr_all': 0.160685296917872, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:20:36,794 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.523747588796614, 'aupr_all': 0.16095920369606978, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46641156462585037} best={'auroc_all': 0.523747588796614, 'aupr_all': 0.16095920369606978, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:20:41,422 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.524097763068188, 'aupr_all': 0.16122319061272553, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.465391156462585} best={'auroc_all': 0.524097763068188, 'aupr_all': 0.16122319061272553, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:20:46,231 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.5244620459633296, 'aupr_all': 0.161504000714157, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46462585034013604} best={'auroc_all': 0.5244620459633296, 'aupr_all': 0.161504000714157, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:20:51,088 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.5248785962487343, 'aupr_all': 0.1617894593932419, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4645408163265306} best={'auroc_all': 0.5248785962487343, 'aupr_all': 0.1617894593932419, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:20:55,973 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.5253456054423182, 'aupr_all': 0.1620939837919361, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46343537414965985} best={'auroc_all': 0.5253456054423182, 'aupr_all': 0.1620939837919361, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:21:00,760 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.5258601155160645, 'aupr_all': 0.16242152551343308, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4636904761904762} best={'auroc_all': 0.5258601155160645, 'aupr_all': 0.16242152551343308, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:21:05,611 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.526413781998155, 'aupr_all': 0.16276388395396887, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4636904761904762} best={'auroc_all': 0.526413781998155, 'aupr_all': 0.16276388395396887, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:21:10,418 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.5270113098158734, 'aupr_all': 0.1631245727736695, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4631802721088436} best={'auroc_all': 0.5270113098158734, 'aupr_all': 0.1631245727736695, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:21:15,128 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.5276182433826367, 'aupr_all': 0.16349228450872466, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4619897959183673} best={'auroc_all': 0.5276182433826367, 'aupr_all': 0.16349228450872466, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:21:19,926 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.5282111914914682, 'aupr_all': 0.16384980632237595, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4625850340136054} best={'auroc_all': 0.5282111914914682, 'aupr_all': 0.16384980632237595, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:21:24,761 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.5287995085723981, 'aupr_all': 0.16419709509251815, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46267006802721083} best={'auroc_all': 0.5287995085723981, 'aupr_all': 0.16419709509251815, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:21:29,483 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.5293566503781756, 'aupr_all': 0.1645305326432075, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.463265306122449} best={'auroc_all': 0.5293566503781756, 'aupr_all': 0.1645305326432075, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:21:34,219 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.529902339832595, 'aupr_all': 0.16485169846733178, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4635204081632653} best={'auroc_all': 0.529902339832595, 'aupr_all': 0.16485169846733178, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:21:38,944 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.5304104391350039, 'aupr_all': 0.1651616448265086, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46411564625850343} best={'auroc_all': 0.5304104391350039, 'aupr_all': 0.1651616448265086, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:21:43,734 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.5308649613858899, 'aupr_all': 0.16545126511080788, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46437074829931974} best={'auroc_all': 0.5308649613858899, 'aupr_all': 0.16545126511080788, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:21:48,593 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.5312336187138589, 'aupr_all': 0.16570526189064855, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4646258503401361} best={'auroc_all': 0.5312336187138589, 'aupr_all': 0.16570526189064855, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:21:53,509 INFO [OUTPOST-v4] epoch 55 cur={'auroc_all': 0.5315576675013437, 'aupr_all': 0.16594167527013445, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46522108843537413} best={'auroc_all': 0.5315576675013437, 'aupr_all': 0.16594167527013445, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:21:58,375 INFO [OUTPOST-v4] epoch 56 cur={'auroc_all': 0.5318678232051235, 'aupr_all': 0.166155306297739, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46513605442176875} best={'auroc_all': 0.5318678232051235, 'aupr_all': 0.166155306297739, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:22:03,068 INFO [OUTPOST-v4] epoch 57 cur={'auroc_all': 0.5322160760927808, 'aupr_all': 0.16638686960961446, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4654761904761905} best={'auroc_all': 0.5322160760927808, 'aupr_all': 0.16638686960961446, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:22:07,801 INFO [OUTPOST-v4] epoch 58 cur={'auroc_all': 0.5326419479640462, 'aupr_all': 0.1666509502706025, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4659013605442177} best={'auroc_all': 0.5326419479640462, 'aupr_all': 0.1666509502706025, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:22:12,779 INFO [OUTPOST-v4] epoch 59 cur={'auroc_all': 0.5331399025235957, 'aupr_all': 0.16693216888968515, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46632653061224494} best={'auroc_all': 0.5331399025235957, 'aupr_all': 0.16693216888968515, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:22:17,724 INFO [OUTPOST-v4] epoch 60 cur={'auroc_all': 0.5337088415445111, 'aupr_all': 0.1672464369699073, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46615646258503407} best={'auroc_all': 0.5337088415445111, 'aupr_all': 0.1672464369699073, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:22:22,561 INFO [OUTPOST-v4] epoch 61 cur={'auroc_all': 0.5344015948734587, 'aupr_all': 0.16761627118667685, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46704931972789115} best={'auroc_all': 0.5344015948734587, 'aupr_all': 0.16761627118667685, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:22:27,607 INFO [OUTPOST-v4] epoch 62 cur={'auroc_all': 0.5351621939928227, 'aupr_all': 0.16801215501614442, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46726190476190477} best={'auroc_all': 0.5351621939928227, 'aupr_all': 0.16801215501614442, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:22:32,597 INFO [OUTPOST-v4] epoch 63 cur={'auroc_all': 0.5360216643262323, 'aupr_all': 0.1684605258561267, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46811224489795916} best={'auroc_all': 0.5360216643262323, 'aupr_all': 0.1684605258561267, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:22:37,827 INFO [OUTPOST-v4] epoch 64 cur={'auroc_all': 0.5368949661605289, 'aupr_all': 0.16890928817179576, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4682823129251701} best={'auroc_all': 0.5368949661605289, 'aupr_all': 0.16890928817179576, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:22:42,658 INFO [OUTPOST-v4] epoch 65 cur={'auroc_all': 0.537816787044243, 'aupr_all': 0.16939025196063123, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4688775510204082} best={'auroc_all': 0.537816787044243, 'aupr_all': 0.16939025196063123, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:22:47,352 INFO [OUTPOST-v4] epoch 66 cur={'auroc_all': 0.5387426210749195, 'aupr_all': 0.16986497691591024, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46972789115646263} best={'auroc_all': 0.5387426210749195, 'aupr_all': 0.16986497691591024, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:22:52,209 INFO [OUTPOST-v4] epoch 67 cur={'auroc_all': 0.5396182384231671, 'aupr_all': 0.1703368844568845, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4703231292517007} best={'auroc_all': 0.5396182384231671, 'aupr_all': 0.1703368844568845, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:22:57,150 INFO [OUTPOST-v4] epoch 68 cur={'auroc_all': 0.5404293128727952, 'aupr_all': 0.1707874851604376, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4698979591836735} best={'auroc_all': 0.5404293128727952, 'aupr_all': 0.1707874851604376, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:23:02,019 INFO [OUTPOST-v4] epoch 69 cur={'auroc_all': 0.5412045461224391, 'aupr_all': 0.1712294521705524, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47091836734693876} best={'auroc_all': 0.5412045461224391, 'aupr_all': 0.1712294521705524, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:23:06,966 INFO [OUTPOST-v4] epoch 70 cur={'auroc_all': 0.5419555896412347, 'aupr_all': 0.17167303390028865, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4714285714285714} best={'auroc_all': 0.5419555896412347, 'aupr_all': 0.17167303390028865, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
