2026-08-21 06:29:53,307 INFO cli={'dataset': 'cs', 'method': 'outpost', 'seed': 0, 'train_seed': None, 'epochs': None, 'set': ['lambda_un=0.5'], 'tag': 'T_lambda_un0.5', 'rotations': [12]}
2026-08-21 06:29:53,308 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 0.5, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 6805, 'num_epochs': 200, 'eval_batch_mult': 1, 'sim_topk_frac': 0.0, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 5, 'use_fview_gate': False, 'use_hybrid': False}
2026-08-21 06:29:59,381 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.6590672124233075, 'aupr_all': 0.36938141001393715, 'auroc_unknown': 0.6328663792779018, 'aupr_unknown': 0.307395865868312, 'val_auc': 0.9706855791962176} best={'auroc_all': 0.6590672124233075, 'aupr_all': 0.36938141001393715, 'auroc_unknown': 0.6328663792779018, 'aupr_unknown': 0.307395865868312}
2026-08-21 06:30:05,213 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.7357095947899529, 'aupr_all': 0.5436814084790331, 'auroc_unknown': 0.7131325960779512, 'aupr_unknown': 0.4685006030315229, 'val_auc': 0.9881796690307328} best={'auroc_all': 0.7357095947899529, 'aupr_all': 0.5436814084790331, 'auroc_unknown': 0.7131325960779512, 'aupr_unknown': 0.4685006030315229}
2026-08-21 06:30:18,116 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.7492477969115596, 'aupr_all': 0.561118801226246, 'auroc_unknown': 0.7274510295867251, 'aupr_unknown': 0.4894060707374349, 'val_auc': 0.9888888888888889} best={'auroc_all': 0.7492477969115596, 'aupr_all': 0.561118801226246, 'auroc_unknown': 0.7274510295867251, 'aupr_unknown': 0.4894060707374349}
2026-08-21 06:30:34,777 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.7586835790510771, 'aupr_all': 0.5714979106683664, 'auroc_unknown': 0.737743073239978, 'aupr_unknown': 0.5019796506277958, 'val_auc': 0.9891252955082742} best={'auroc_all': 0.7586835790510771, 'aupr_all': 0.5714979106683664, 'auroc_unknown': 0.737743073239978, 'aupr_unknown': 0.5019796506277958}
2026-08-21 06:30:51,777 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.7612225893205808, 'aupr_all': 0.5718537523018334, 'auroc_unknown': 0.740575526861282, 'aupr_unknown': 0.5012872374961552, 'val_auc': 0.9957446808510638} best={'auroc_all': 0.7612225893205808, 'aupr_all': 0.5718537523018334, 'auroc_unknown': 0.740575526861282, 'aupr_unknown': 0.5019796506277958}
2026-08-21 06:31:36,823 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.7657497446077861, 'aupr_all': 0.5812949203314028, 'auroc_unknown': 0.7454011592227758, 'aupr_unknown': 0.5133663559653019, 'val_auc': 0.9933806146572104} best={'auroc_all': 0.7657497446077861, 'aupr_all': 0.5812949203314028, 'auroc_unknown': 0.7454011592227758, 'aupr_unknown': 0.5133663559653019}
2026-08-21 06:32:21,864 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.7699890575762831, 'aupr_all': 0.5911942459048141, 'auroc_unknown': 0.7498875149469088, 'aupr_unknown': 0.5257832056594448, 'val_auc': 0.993853427895981} best={'auroc_all': 0.7699890575762831, 'aupr_all': 0.5911942459048141, 'auroc_unknown': 0.7498875149469088, 'aupr_unknown': 0.5257832056594448}
2026-08-21 06:33:06,923 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.7745565236669585, 'aupr_all': 0.5997009270427831, 'auroc_unknown': 0.7547763621319221, 'aupr_unknown': 0.5363879982552655, 'val_auc': 0.9966903073286052} best={'auroc_all': 0.7745565236669585, 'aupr_all': 0.5997009270427831, 'auroc_unknown': 0.7547763621319221, 'aupr_unknown': 0.5363879982552655}
2026-08-21 06:33:52,018 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.7770712113065271, 'aupr_all': 0.604418967062561, 'auroc_unknown': 0.7575531578057361, 'aupr_unknown': 0.5421355429511097, 'val_auc': 0.9884160756501182} best={'auroc_all': 0.7770712113065271, 'aupr_all': 0.604418967062561, 'auroc_unknown': 0.7575531578057361, 'aupr_unknown': 0.5421355429511097}
