2026-08-11 09:43:11,378 INFO cli={'dataset': 'computers', 'method': 'outpost', 'seed': 2, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=1.0'], 'tag': 'C_sim', 'rotations': None}
2026-08-11 09:43:11,378 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 767, 'num_epochs': 200, 'sim_topk_frac': 1.0, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 5, 'use_fview_gate': False, 'use_hybrid': False}
2026-08-11 09:43:17,623 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.48028852222952895, 'aupr_all': 0.14605333708028068, 'auroc_unknown': 0.4445232413470491, 'aupr_unknown': 0.11460209846268368, 'val_auc': 0.6580459770114941} best={'auroc_all': 0.48028852222952895, 'aupr_all': 0.14605333708028068, 'auroc_unknown': 0.4445232413470491, 'aupr_unknown': 0.11460209846268368}
2026-08-11 09:43:18,536 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.47563042105317244, 'aupr_all': 0.145200644498534, 'auroc_unknown': 0.4382465984782148, 'aupr_unknown': 0.11398548375537097, 'val_auc': 0.6632183908045977} best={'auroc_all': 0.48028852222952895, 'aupr_all': 0.14605333708028068, 'auroc_unknown': 0.4445232413470491, 'aupr_unknown': 0.11460209846268368}
2026-08-11 09:43:19,444 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.4743214646916871, 'aupr_all': 0.14472572476764844, 'auroc_unknown': 0.43654530651709395, 'aupr_unknown': 0.11358004646671857, 'val_auc': 0.6632183908045977} best={'auroc_all': 0.48028852222952895, 'aupr_all': 0.14605333708028068, 'auroc_unknown': 0.4445232413470491, 'aupr_unknown': 0.11460209846268368}
2026-08-11 09:43:20,349 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.47498116071638263, 'aupr_all': 0.14453762609064386, 'auroc_unknown': 0.43670348108143886, 'aupr_unknown': 0.11310356714768219, 'val_auc': 0.6646551724137931} best={'auroc_all': 0.48028852222952895, 'aupr_all': 0.14605333708028068, 'auroc_unknown': 0.4445232413470491, 'aupr_unknown': 0.11460209846268368}
2026-08-11 09:43:21,290 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.4762921354087156, 'aupr_all': 0.1446615109626976, 'auroc_unknown': 0.4373482821107503, 'aupr_unknown': 0.11274775866309444, 'val_auc': 0.6706896551724137} best={'auroc_all': 0.48028852222952895, 'aupr_all': 0.14605333708028068, 'auroc_unknown': 0.4445232413470491, 'aupr_unknown': 0.11460209846268368}
2026-08-11 09:43:24,576 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.4765462386753291, 'aupr_all': 0.1450331455081064, 'auroc_unknown': 0.43740739842168674, 'aupr_unknown': 0.11303168353628572, 'val_auc': 0.6721264367816091} best={'auroc_all': 0.48028852222952895, 'aupr_all': 0.14605333708028068, 'auroc_unknown': 0.4445232413470491, 'aupr_unknown': 0.11460209846268368}
2026-08-11 09:43:27,833 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.47761207791197435, 'aupr_all': 0.1455083220911092, 'auroc_unknown': 0.43835728433698945, 'aupr_unknown': 0.11333464820990716, 'val_auc': 0.6738505747126436} best={'auroc_all': 0.48028852222952895, 'aupr_all': 0.14605333708028068, 'auroc_unknown': 0.4445232413470491, 'aupr_unknown': 0.11460209846268368}
2026-08-11 09:43:31,077 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.4798593287618751, 'aupr_all': 0.14662881914633524, 'auroc_unknown': 0.4404137213793202, 'aupr_unknown': 0.11418887251509519, 'val_auc': 0.6778735632183908} best={'auroc_all': 0.48028852222952895, 'aupr_all': 0.14662881914633524, 'auroc_unknown': 0.4445232413470491, 'aupr_unknown': 0.11460209846268368}
2026-08-11 09:43:34,344 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.4835259019737074, 'aupr_all': 0.14740255212286021, 'auroc_unknown': 0.44361737821648634, 'aupr_unknown': 0.11426523053458544, 'val_auc': 0.6847701149425287} best={'auroc_all': 0.4835259019737074, 'aupr_all': 0.14740255212286021, 'auroc_unknown': 0.4445232413470491, 'aupr_unknown': 0.11460209846268368}
